id,text,anger,disgust,fear,joy,sadness,surprise,emotions,split
vmw_train_track_a_00073,"makhulupale mamosampikaano aamutthukwa mulipa waaniheriwa omuhela evenene phompe, oxitima",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00076,"soothapeliwa msiterineeti i, asoomi ookhuma osomaali apwantasa voophovaka ekonto 80 yavitoolari wiira wpyawananiwe etala waafirika",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00077,mosampikaano onireherya miriira wokhoottela vowanana ipuuheryo sa amahooleli ookhuma,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00079,mosampiiki ennirowa olempwa exariya yoowaarulela erutthu wala iphatte sa erutthu  atthu yaale oniwereyiwa,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00080,otikiniihiwa wa meexiku mwaha wa ohiloka wookothasiwa wanasoomi a sineema araaru,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00082,"messi olavula iiraka "" khanirowa wiira mpantta"" muselesawuni.",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00089,mulipa ovava ohookhwa waapheela awe opaka nniya na olimpiiku,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00091,matakaaxikare: polokeero malakaaxi ofaraasa onivaanyiha epuliitika otuupha mikano wa sarkozys,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00092,mwasuwele pmaparasileera athanu anipheeta ele anivara aya ni anipaka elle anipheeta aya,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00094,okhwa wa muhooleli omalawi pooti opwapwaneeliha mukhalelo ni mosampiikhi,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00096,etetere yoopacerya okhumeleela eyaakha ela yomosampiikhi.,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00097,mapheresu a omalawi aanomeyariwa ni grammy 2015,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00098,"olumwenku wa ihapari, makhwelo a mulopwana yoowo mwa mithinto miili soovirikana",0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00099,"aafirika: manyaala a,"" mireerelo soohisuwanyeya iphwanyeriwo saya""",1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00102,koviti-19: uniita onnimutumererya kurunu wii ohiime  efase ya muttetthe wa orava eretta,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00104,muholi a mwalaano okumi a afirika tu suuli vathi va mooro onamuvirikana,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00105,ekuluttu ya ewuuru ni othoyiwa: waakhula mmiitiyani anamuyariwa a 2011,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00108,"asuphayi wa o riiyu  awiva ""anceene, osuweliha namuhupi wa nikhuru aminixitiya iterenasionaale o parasiili",0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00110,atthu athanu a ilapo sokhopela avariwa mmosampikhi akinxeene ikaruma sa khotto.,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00111,anivara muteko woosomihoni wamphula aathonyiwa ovetiha ifuntue,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00113,onaacimola ni  muteko  wenamwane woxankiha wamphula,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00114,"nlaka  na  ankoola  faala  soo- ""pilisa  khaarumeela nlamulo,  onivara  mitumereryo""-osvaldo  caholo",1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00117,"(covid-19) kovite-19: emerekaato y'oxipamaniine ni imerekaato ikina sa epooma ya omaputo sinoorowa owaliwa, okathi ene.",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00118,amuusi aniroweela osuka sowuupuxerya sa namuteko ookottiwe okathi wa evaraakaka ya oparasiili,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00120,"amasooniya exitereema, mihuuru nophovo o sinaakhamela okumi wa miratti",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00121,"mwaaha soluluwana ni tarafiku wa atthu onuncerereya, masi siiri vakhaani iye silaleeriwa, ohimwa mulipo axariya",0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00122,maxineexi ari mukwarenteenani muhina mwa oteeli a omaputu aakumiha mwaha sa koronaviiru.,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00123,mukhulupale eelapo oniira wii anamurwa aninyanya elapo aawoonyokola mamempuru aawe atthanu olumpu,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00125,enoonaneya nikhuru na moody's nenla nimphwanyaneya ela'po ya mosampiiki  nikhuruwaka ni miniixituru opacerya onirowa elapo ya waxintto.,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00126,itiripunaale sa omosampiiki sookhotta solempwa saavekeliwa wiira ewehexexiwe saana enamuna yiiraneyalyaawe mwaathanle.,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00127,ekhotto ya oxeyoorixiya: mammeru aanaakwa otshkhinvali,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00129,"muratti onikaxari ni onitthikela oveyiiha "" ekiliinika yowavoniiha makeeyi"" ni ensaayu ya ilataraato",1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00131,ettekuuxa yooruuha ookwa wa atthu ikonto piili woopaceryani wa miyeeri mithanu ni mmosa soopacerya wankoola.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00134,"ni nikhuuru na isiipo n'a fikuriinya  nootepa oxakama, maperuwaano anitthapela othapeeliwa waya wii yiirele mpantte wa ekoopa noovira iyaakha 36 voohikhala",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00135,axeensiya iinterenasiyonaale onimuthonya  wiira kuveerunu ompikaano ovonyola ihakhi sa apinatamu mwaha  otthuukiwa atthu okhopela muhina mwa okathi wa miyeeri 18,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00136,covid-19: eparalamento ya mmosampiikhi yoolamula murweelo mukina wa niinaano wa  esitaatu ya emerexensiya.,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00137,unicef  oniira anawaane oophiyeryaka imiilya 700 tootthyawiya mwaha wa etala,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00138,ephantte ya osuuli elapo ya mosampiiki enoorowa woonaneya othowa maasi  ni enerexiiya mpakha mwaakha mmosa.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00141,koviit-19 onaakuxa amusi arimeenika   waroohamosikhinini,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00143,mwanamukhaya itaayi ni etala ehaahiiha osoma anamwane oophiyeryaka 250 ixikola sa omanika.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00145,dhlakama ohiiniha epaala  mmukumaaneloni musya.,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00148,netizen report: kuveerunu parasileero onitthuna mukhaliheryo a kuukele wiiranotzpanyeryr miyoonelo sanamunceene,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00150,ikweeli sa mwaaha sinattwawiha atthu ekuluuttu ya wontuura,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00153,elapo ya mosampiiki yoopwetheyiwa musurukhu woophiyelela imiya miloko miili sa metikaali mwaha wa  namuna yeela yoovekela musurukhu woohiphwanelelavo.,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00154,parasiili/ palexitiina:cokatoore amphiira ottipihiwa mufesipuukhini ni okwelihiwa eselesawu mwaha womukhaliherya palexitiina,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00161,anamalapeleli makinense annihima wii okati ti okathi annincerereya amiravo ni axiruuxi ampaha esuruma,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00166,onu ophavela okhaliherya mapuuto wiira okhale epooma emosa wowixeetta ni nnroromelo vireliwaka athiyana.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00167,mwaha xeene mekhuulu opakeleliwa amphiira okathi worikrya a eyaakha ya 2022 anipattuxa sowothereriwa?,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00169,nteeke  na  lam  nokwanyeereriwa  wunteererya  ekwaha  noovira  okathi  wophasuwa  eloola  ya  ohoolo,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00171,"elaapo ya afiriika o suuli okhaale okumananaaka"" nihasuulo noxaakiha""",0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00172,isisapo soowela inyampaani,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00174,saawu toome piriisipe: mukhaleelo a epheeyo owoopiha mwaha wa  oheephiwa wa patarooya,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00176,cine holliúdy: ekomeetiya mwa “cearês”ti mwiriira a epilyetaariya ya oparasiili,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00177,mapuluusiya annivanyiha wonaneya otthekulela oponta wo rastinka,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00181,palexitiina: walikela sootthikela ottuli owooka okhottoni vowanana iraawu,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00182,xipaanya okarakanyuula nthaavi nathoothela athiyana wi aroohiwe mmatataani mwa exitaato ixilaamiku.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00183,iilya ya koowa ni seena sootthuka mikhora saya mwaha wa nkutakutho yoola wiiranen'ye.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00187,namuteko a epuruceeto yuulupalex ya ekaaxi okaapu telekaato ohiiviwa ni atthu oohisuweliwa,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00189,caapawu: tsunaami aniiphiya mmpantte okerekhere ya ephareya ni onipuurula soteene,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00190,moomolano wa anakoso onniphwanya ikuru sa maxoronaliixita mmosampiikhi,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00191,miloko sa ikooto sa atthu opwanyiwa ni epula omosampiikhi,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00192,mitumereeryo wa esupereemu kooriti yookhala ohela enoopopiho etthaya ni ihaakhi sa alipo owareliwa muttetthe  oparasiili,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00193,oteete: opatta wa mukukutta wa etanke yoowivakasa atthu oophiyeryaka 43,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00194,"nthekeneke: ""mutakhali owiximaaliha""onopopiha oraala wa mutthetthe a  waafiriika.",0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00195,eteerusu emosa ya athiyana annivarela muteko internet (intereneeti) omosampiiki,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00197,nthona na othuna okhala saana ninnimulipiherya nanakoso a omosampiikhi ovara ithu soorera.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00198,"trending: psg eroowa o semi-finaale ya""champions"" noovira iyaakha 25 ahireele mmpatte.",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00201,faransa: le pen oomuvikana munyokhanano awe fillon mwaha wa exikantalu,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00202,""" kiriotupheliwa ikwaha thataaru' woova ikhirime oniittikiherya ottuli oleepiwa wa oxikoola suulupale sa weeli salvatoore",0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00204,voovukuwa mwattelo wa 10% wapinaatamu anikhala waafirika othi wa osahaara akhalana maluuxu. taani eniira yiiraneyaka wiira yeeyo erukunu?,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00205,"trending: lakers axintta ekwaha ya namuloko ni thannapiili, lebron ti mvp 2020",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00206,"okheeniya, manyaku-nyaku oluluwana ni mwapoophe owanaaniwa ni koviit-19 onilipiheerya makuute variiyari va aliipo othawali ni asikhiini",1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00207,exipaanya onilipiherya okhala oolikana wiira ovahe mukhaliho awe natoropa wiirelaka ekhotto yomalamaliha miriira sa alipo onoopopiha muttetthe omosampiikhi,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00208,""" nroromeelo ninimala mwaha wolipelelaxa vanceene"", wixiinliha wa alfa thulana",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00209,onu: siiriya wokhala muxankiho mulupale wa alipo ottyaawela a olumwenku,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00211,renaamu onoopopiha omaliha mooro oomaleya,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00213,"oparakwaayi, osiikhini opattuxa esiikulu yaathiyana anaakhapelela anaaya athiyana okinaku",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00214,anamathokoca a wiixirayeeli ahoonenela etinta piipilika yoorikarika  mwa epittula ya ekuwo,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00218,athiyana anihimya makhwankwa mmateenitaate ni ya wamphula,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00219,sida oovukuwa eriyari y'amwaavano mamosampikaana,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00222,ikuru s`oosiiriya soowiiva atthu miloko miraru ni axexe okhuma enamathanu,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00223,mosampiikhi isabel novela onkonkorrer aritiixita oopacera a waafirika wa sama.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00225,aafirika a okuusini oorwaana ekampaanya enikhottiha otumihiwa atthu.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00226,guterres omosampiikhi ni otekiwa tho nuuvira amwanamukhaya mwacentani,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00227,muratti a muthinto onitthaniwa kospele a wankoola omphavela wahuluxa amwaavano owurya sohapala ni wakhuveelihe muloko.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00231,xiina:  750.000 mwattelo ookwiwa vamwaakhani onitanyeriwa ni ohononiwa mukhuruuru,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00232,soophwanyiwa minuulu sa ipuri mukano wa ilapo soowiiraana,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00234,"alaleerya ihapari anihoolela mikuthakutho yiirelaka olaleya sa amwaathanle mmosampiikhi, enihinya entitaate",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00235,nakhootto  transgenero opaaka ethale nmuuxinttani mwawe woopacerya   owana mwamuteko,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00237,"moono wa aafori kolompiyaano, othaanyana mwaha wa nikhuli  a mapuuro onivariwa miteko tevemoosa ya ekeekha wa nihiku tiniihiku",0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00240,koloopiya: woopoliwa wa alipo ovaariwz sotanyerya mikuthakutho,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00242,nyusi ni dhlakama aathukumana mukwaha wanenli okathi wa mahiku manli.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00244,pilisa mosampiikaano onihaya miruuthu anamphira wiiviwe  ni ekonya.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00246,amiraavo athanu omosampiikhi a owokootthina ocuhaanexipurukhu,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00251,amusi a atthu yakhumelenle yotakhala ya uixe annivekela exariya,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00252,wankoola mwaakha woheetthu oophiya namasivela a meera a cannes,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00255,ohononeya wa ekaruma onninanariha mwaarepele a muthanlo wamphula,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00256,koviit-19: kaapu veerete  oolepa  mwaattelo  otepa  waatta  nihiku  nimoosa  paahi  ni  ohaala  mittetthe  enilavuliwa  akunya  sirina  myaaha  soovikana.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00259,anamwiira mpantta a ikonkereesu sa waameerika annilakelela okhaliherya mapuro a mukhapelelo wa mmosampiikhi,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00261,muhooleli ogaza oohimya weettakasa wa alopwana a renamo.,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00262,"muviitiyuni ya yurhuupi, maayi onilaleerya munamuuna woopiha wa mukhaleelo oxipitaali wa anaxikhaani ya ovenesuweela",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00264,nnakhala ni malamuulo masya parasiili okhalanamikacamiho s wakhapelela athiyana ni wokothasiwa watabonuncerereya,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00265,mwaakha onipacerya ni milattu sa khalayi siniphaveleya omalihiwa,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00268,fda onemereerya mureette oniwananabkanseri oxamaayiika oliipiheriwa ni esuruuma,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00270,ukaata: mulaleeryo onooniha wokottiwa attu wukaanta,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00271,kheniyaanu kipchoge omana arekoorite ya elapo sotheene ya mphira yoola ottikhiwa operilim.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00274,omaputu ni othowa wa kaaxi a onaapeeliwa,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00275,maamerikaanu aamuxintta mutiyaali a neexexe a mphira.,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00279,""" amuulupale"" oosawu tome ni piriisipe ahuuraaniha ilapo sa okhopela voorumeeliwa raatiyo olaayini",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00280,2017:eyaakha emoosa yoowunuuheriwa axithiyana waameerika latiina,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00281,dhlakama ommotherya kuveerunu wa elapo ya omosampikhi wiira ootthukula inuupa sanookhwa.,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00284,tirintaate ni topaaku : anamwane ni axiitthu hiv,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00286,"omosampiiki: ""sootthumwa sa khula mahiku"" sinoolokihiwa",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00289,unkiriiya: nivekeelo na nlamuulo na ehapaari ninoopopiha wixeetta wa ilavuleelo,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00294,owerya wa exariya vakhaani wa anamalaleerya yookotthiwe okoloopiya,1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00295,maxoronaliixita aromanasiwa ni atoropa a renamo.,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00300,ikwaasuni omosampiikhi siniholela mixankiho wookhala alipo oheettela ikettelo muhina mwa elapo ya afiriika ti suuli.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00301,woothikileliwa opakhiriwa atthu ni kampoyi variyari ya mosampiiki ni w'afirika y'okusini.,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00302,parasiili: nakhuulu a emiiya omaliherya yooloherya awe otuupha orumeelaka iparakeeta,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00304,"namavaha ihapari a mmosampiikhi oolakaseya: ""hata mphito aya khonooneya"",  mapuliisiya anivekela mukhaliheryo.",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00306,furasawu alema onnimukumiha porutukaali,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00309,epikaata emoosa ya opankalateexi  wowaarya mwaha wa ekoopa ya olumwenku,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00310,parasiili: ekampaanya yowikhupaarela mwa aids wapinaatamu lgbt yottipihiwa mu tv,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00311,mwapoophe a tteeke onoopopiha okumi wa ikootosene sa anamwane ofilipiina,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00313,"ohookhwa nlattana a ""nikhuru"" naararu a makanariinyu.",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00315,nyusi onisuwela okhala woovila osuwela exeeni eniriha mutuphelo wa okaapu telkaatu,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00316,"cristiano ronaldo, , the best 2016",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00317,"oparasiili, epakhira sinaalovola anamunceene siri sootepa owalamela esisapo ni manyakunyaku onikhoottelexiwa ni exiilo ya piliisa",1,0,0,0,0,0,['anger'],train
vmw_train_track_a_00320,"ekwaha ekiina, opoopa ikapwitti omosa wa puliisiya militaari  otanyerya ookwa va ""ehasara"" oparasiili",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00321,"oviraka okathi wa ekwereere ya koronaviiru musya, oleehanana amuusi ovira etuniiya onahaka okasoooiwa oparasiili",0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00322,eviitiyu anti-lula yoopaka esuseesu noomala okottihiwa,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00324,eriyari ya anookhwa a anamwane eniira mpantta wa ohica saana,0,0,0,0,0,1,['surprise'],train
vmw_train_track_a_00326,ankoola: okhwakaru meetiku kuverunu omaliha ni owariwa wa maxikara mmukukuttani mwa mutthu,0,0,0,0,1,0,['sadness'],train
vmw_train_track_a_00330,anamulevelela interinasiyonaale:evutuka vuttuka ya manyooho ti woopiha wa mukhalelo a ihakhi ovenesuweela,0,0,1,0,0,0,['fear'],train
vmw_train_track_a_00333,bill kosby okukhumuliya mukhatteya iyakha tthaaru mpakha iyakhu nloko mwaha wo otuphela,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00342,parasiili: vooluluwana ni ohukhumwanwa vatikaano muhina mwa mulatto okurumuuliwa ihamela waxiruusi orupihasiwa,0,1,0,0,0,0,['disgust'],train
vmw_train_track_a_00343,#withsyria oniphavela omaliha woopiwa wa akapwitthi soohathaala apinaatamu osiiriya,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00346,"filipe nyusi  ni ussufo momade annithukumana wiira ""otaphuliwe"" manyakunyaku oolamulela",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00347,etíope almaz ayana ti ewooro ya imeeturu soophiyeryaka ikonto 10 ni ankoola onnihaleela masi onivira wa okathi mukinaku wa antepooli,0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00348,"jupp heynkes, tereyinatoore a mwaakha.",0,0,0,1,0,0,['joy'],train
vmw_train_track_a_00350,"drogba, toure ni mikel aathonyiwa ntoko oopacera omusuwela muchuva afirikaano a 2013",0,0,0,1,0,0,['joy'],train
